Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP
416,Emerson Palmieri,it ITA,DF,West Ham,28,1994,34.9,1421,1745,81.4,19356,7676,893,983,90.8,406,510,79.6,54,104,51.9,2,2.4,2.1,-0.4,25,89,22,7,125
417,Lucas Paquetá,br BRA,"FW,MF",West Ham,25,1997,29.1,1082,1465,73.9,16561,5842,598,714,83.8,334,435,76.8,95,173,54.9,6,5.4,5.1,+0.6,43,143,50,8,187
418,Ben Parkinson,eng ENG,FW,Newcastle Utd,18,2005,0.3,1,3,33.3,15,0,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
419,Thomas Partey,gh GHA,"MF,DF",Arsenal,30,1993,8.8,570,636,89.6,9177,2564,298,321,92.8,224,243,92.2,37,54,68.5,0,0.3,0.6,-0.3,6,61,14,2,72
420,Nathan Patterson,sct SCO,DF,Everton,21,2001,11.2,393,550,71.5,6185,2761,219,252,86.9,124,182,68.1,38,86,44.2,2,1.7,1.0,+0.3,8,30,14,6,38
421,Myles Peart-Harris,eng ENG,"DF,MF",Brentford,20,2002,0.1,6,10,60.0,68,10,5,5,100.0,1,2,50.0,0,2,0.0,0,0.0,0.0,0.0,1,1,0,0,1
422,Sydie Peck,eng ENG,MF,Sheffield Utd,18,2004,0.1,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
423,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21,2001,1.9,60,79,75.9,675,146,47,53,88.7,11,17,64.7,0,0,,1,0.1,0.4,+0.9,1,4,2,0,6
424,Andreas Pereira,br BRA,MF,Fulham,27,1996,29.0,912,1295,70.4,16256,5305,436,500,87.2,309,400,77.3,133,289,46.0,7,7.1,5.7,-0.1,84,95,34,11,138
425,Ivan Perišić,hr CRO,FW,Tottenham,34,1989,1.1,53,76,69.7,828,363,31,39,79.5,14,22,63.6,7,13,53.8,1,0.9,0.7,+0.1,5,4,6,2,9
426,Đorđe Petrović,rs SRB,GK,Chelsea,23,1999,22.1,635,806,78.8,14560,8862,188,188,100.0,321,324,99.1,123,289,42.6,0,0.0,0.0,0.0,0,3,0,0,1
427,Kalvin Phillips,eng ENG,MF,West Ham,27,1995,3.4,141,179,78.8,2507,567,62,74,83.8,64,77,83.1,12,20,60.0,0,0.0,0.0,0.0,0,24,0,0,19
428,Kalvin Phillips,eng ENG,MF,Manchester City,27,1995,1.0,62,70,88.6,1067,300,31,32,96.9,24,26,92.3,7,10,70.0,0,0.0,0.1,0.0,0,8,1,1,7
429,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,21,2002,0.0,3,4,75.0,27,5,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
430,Jordan Pickford,eng ENG,GK,Everton,29,1994,38.0,986,1576,62.6,33034,26388,144,145,99.3,378,390,96.9,461,1031,44.7,0,0.1,0.4,-0.1,4,97,8,0,6
431,Ethan Pinnock,jm JAM,DF,Brentford,30,1993,28.0,1192,1432,83.2,22546,7516,399,466,85.6,672,739,90.9,98,178,55.1,0,1.0,0.8,-1.0,4,76,5,0,61
432,Nick Pope,eng ENG,GK,Newcastle Utd,31,1992,14.9,307,399,76.9,7910,4836,59,60,98.3,168,172,97.7,79,165,47.9,0,0.0,0.0,0.0,0,5,0,0,0
433,Pedro Porro,es ESP,DF,Tottenham,23,1999,34.3,1806,2369,76.2,27440,10519,1057,1171,90.3,579,745,77.7,121,297,40.7,7,7.2,6.0,-0.2,51,135,48,10,194
434,Jarell Quansah,eng ENG,DF,Liverpool,20,2003,13.2,1038,1172,88.6,18672,6199,368,392,93.9,595,633,94.0,61,115,53.0,0,0.1,0.2,-0.1,3,69,1,0,67
435,Ionuț Radu,ro ROU,GK,Bournemouth,26,1997,2.0,56,68,82.4,1211,583,19,19,100.0,29,30,96.7,8,19,42.1,0,0.0,0.0,0.0,0,0,0,0,0
436,Jesurun Rak Sakyi,eng ENG,"MF,FW",Crystal Palace,20,2002,1.5,37,50,74.0,535,79,24,28,85.7,11,16,68.8,2,3,66.7,0,0.2,0.1,-0.2,2,2,0,0,2
437,Aaron Ramsdale,eng ENG,GK,Arsenal,25,1998,6.0,131,188,69.7,3303,2420,38,38,100.0,61,62,98.4,32,86,37.2,0,0.0,0.0,0.0,0,4,0,0,2
438,Aaron Ramsey,eng ENG,"MF,FW",Burnley,20,2003,5.9,118,151,78.1,1856,224,71,84,84.5,37,46,80.4,9,10,90.0,0,0.4,0.5,-0.4,1,7,2,0,8
439,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,22,2001,9.5,257,322,79.8,3751,863,143,173,82.7,97,115,84.3,9,12,75.0,1,1.0,1.4,0.0,10,22,5,0,28
440,Marcus Rashford,eng ENG,FW,Manchester Utd,25,1997,25.2,559,742,75.3,7674,2035,351,418,84.0,139,192,72.4,33,61,54.1,2,2.3,2.8,-0.3,23,34,30,1,65
441,David Raya,es ESP,GK,Arsenal,27,1995,32.0,800,1068,74.9,19691,14108,228,231,98.7,387,391,99.0,183,439,41.7,0,0.0,0.1,0.0,0,30,0,0,2
442,Tim Ream,us USA,DF,Fulham,35,1987,16.7,944,1060,89.1,18892,6949,308,333,92.5,515,559,92.1,110,143,76.9,0,0.0,0.1,0.0,0,78,1,0,65
443,Nathan Redmond,eng ENG,"FW,MF",Burnley,29,1994,1.6,48,73,65.8,723,137,30,36,83.3,11,19,57.9,4,9,44.4,0,0.3,0.4,-0.3,3,3,4,1,8
444,Harrison Reed,eng ENG,MF,Fulham,28,1995,14.7,627,748,83.8,9667,2279,306,341,89.7,263,298,88.3,33,51,64.7,2,1.1,1.5,+0.9,14,40,15,2,56
445,Sergio Reguilón,es ESP,DF,Manchester Utd,26,1996,4.6,244,314,77.7,3669,1356,137,157,87.3,84,111,75.7,16,26,61.5,0,0.7,0.6,-0.7,8,20,4,2,27
446,Sergio Reguilón,es ESP,DF,Brentford,26,1996,12.4,351,522,67.2,6057,2626,161,194,83.0,147,201,73.1,34,82,41.5,4,2.8,2.2,+1.2,20,17,17,13,38
447,Bobby Reid,jm JAM,FW,Fulham,30,1993,15.8,364,487,74.7,5129,1431,211,240,87.9,112,157,71.3,17,37,45.9,2,1.8,1.2,+0.2,17,25,17,5,47
448,Gio Reyna,us USA,"FW,MF",Nott'ham Forest,20,2002,2.6,118,140,84.3,1768,374,69,74,93.2,40,45,88.9,7,13,53.8,1,0.5,0.4,+0.5,7,5,2,0,12
449,Rodrigo Ribeiro,pt POR,"MF,FW",Nott'ham Forest,18,2005,0.2,6,8,75.0,89,35,2,4,50.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,2
450,Declan Rice,eng ENG,MF,Arsenal,24,1999,35.8,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,8,5.3,4.8,+2.7,47,240,39,2,278
451,Chris Richards,us USA,"DF,MF",Crystal Palace,23,2000,23.3,778,942,82.6,13337,4341,362,413,87.7,341,389,87.7,58,100,58.0,1,0.4,0.2,+0.6,6,41,2,0,43
452,Richarlison,br BRA,FW,Tottenham,26,1997,16.6,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,66.7,4,2.1,1.4,+1.9,15,21,13,1,38
453,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,26,1996,2.6,87,113,77.0,1422,331,37,42,88.1,40,46,87.0,5,13,38.5,0,0.0,0.1,0.0,0,5,2,0,10
454,Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,33,1989,1.4,70,93,75.3,959,234,45,53,84.9,22,26,84.6,2,9,22.2,0,0.0,0.1,0.0,0,5,3,0,8
455,Connor Roberts,wls WAL,DF,Burnley,27,1995,9.1,395,495,79.8,6987,2370,162,182,89.0,194,222,87.4,34,67,50.7,1,0.2,0.4,+0.8,7,32,8,2,38
456,Andrew Robertson,sct SCO,DF,Liverpool,29,1994,18.8,1248,1547,80.7,21306,7231,609,654,93.1,495,587,84.3,122,239,51.0,2,5.4,4.4,-3.4,62,118,26,12,140
457,Antonee Robinson,us USA,DF,Fulham,25,1997,36.3,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,+1.8,33,113,46,26,129
458,Jack Robinson,eng ENG,DF,Sheffield Utd,29,1993,32.1,894,1254,71.3,17460,7680,318,364,87.4,452,554,81.6,113,286,39.5,1,1.2,1.0,-0.2,12,66,7,4,63
459,Rodri,es ESP,MF,Manchester City,27,1996,32.6,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,+5.1,49,378,61,0,376
460,Jay Rodriguez,eng ENG,FW,Burnley,34,1989,9.1,142,216,65.7,1958,396,89,119,74.8,36,52,69.2,9,27,33.3,1,0.2,0.1,+0.8,4,16,2,0,17
461,Mads Roerslev,dk DEN,DF,Brentford,24,1999,22.1,496,742,66.8,8448,2978,238,301,79.1,202,297,68.0,47,93,50.5,2,1.8,1.4,+0.2,15,32,23,21,43
462,Morgan Rogers,eng ENG,"MF,FW",Aston Villa,21,2002,7.1,147,195,75.4,2253,847,77,99,77.8,50,60,83.3,12,14,85.7,1,0.6,0.4,+0.4,9,16,12,0,28
463,Cristian Romero,ar ARG,DF,Tottenham,25,1998,31.0,2390,2606,91.7,41458,16198,966,1035,93.3,1279,1341,95.4,111,158,70.3,0,0.4,1.5,-0.4,7,189,14,0,179
464,Joe Rothwell,eng ENG,MF,Bournemouth,28,1995,4.3,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,20,1,0,20
465,Pelly Ruddock Mpanzu,cd COD,MF,Luton Town,30,1993,12.2,268,364,73.6,4413,1102,123,141,87.2,110,143,76.9,16,36,44.4,0,0.4,1.4,-0.4,6,17,13,2,34
466,José Sá,pt POR,GK,Wolves,30,1993,33.7,720,1097,65.6,17257,11201,186,190,97.9,360,369,97.6,162,522,31.0,1,0.0,0.0,+1.0,1,8,0,0,1
467,Dominic Sadi,eng ENG,FW,Bournemouth,19,2003,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
468,Bukayo Saka,eng ENG,FW,Arsenal,21,2001,32.4,1143,1512,75.6,16891,4402,705,793,88.9,331,427,77.5,80,183,43.7,9,10.5,11.0,-1.5,91,39,73,12,126
469,Mohamed Salah,eg EGY,FW,Liverpool,31,1992,28.2,737,1010,73.0,10826,3213,433,510,84.9,234,331,70.7,43,65,66.2,10,11.8,7.5,-1.8,66,56,68,6,147
470,William Saliba,fr FRA,DF,Arsenal,22,2001,38.0,2635,2851,92.4,43599,15948,1202,1274,94.3,1298,1373,94.5,104,150,69.3,1,0.2,0.9,+0.8,6,175,6,1,157
471,Albert Sambi Lokonga,be BEL,MF,Luton Town,23,1999,14.5,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,+1.6,9,68,6,1,72
472,Davinson Sánchez,co COL,DF,Tottenham,27,1996,0.9,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50.0,0,0.0,0.0,0.0,0,13,0,0,2
473,Robert Sánchez,es ESP,GK,Chelsea,25,1997,15.9,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0.0,0.0,0.0,0,8,0,0,1
474,Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,23,2000,0.9,34,43,79.1,446,116,22,25,88.0,10,14,71.4,1,1,100.0,0,0.1,0.1,-0.1,1,2,2,0,4
475,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,25,1997,11.5,339,425,79.8,5477,1680,181,207,87.4,115,136,84.6,32,50,64.0,0,0.4,0.4,-0.4,7,34,5,0,44
476,Andrey Santos,br BRA,MF,Nott'ham Forest,19,2004,0.1,6,6,100.0,90,31,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
477,Pablo Sarabia,es ESP,"MF,FW",Wolves,31,1992,19.4,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7,5.9,4.9,+1.1,51,59,40,6,109
478,Dane Scarlett,eng ENG,FW,Tottenham,19,2004,0.2,2,3,66.7,25,16,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
479,Kevin Schade,de GER,"FW,MF",Brentford,21,2001,3.7,58,95,61.1,819,220,36,49,73.5,19,32,59.4,2,4,50.0,1,0.7,0.7,+0.3,4,8,3,2,9
480,Fabian Schär,ch SUI,DF,Newcastle Utd,31,1991,33.9,1762,2128,82.8,36227,14874,588,647,90.9,894,985,90.8,261,437,59.7,1,0.7,1.4,+0.3,10,145,18,3,133
481,Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,30,1992,15.0,247,334,74.0,3498,903,146,182,80.2,88,106,83.0,7,25,28.0,2,2.3,1.4,-0.3,19,17,9,2,33
482,Alex Scott,eng ENG,MF,Bournemouth,19,2003,11.3,361,474,76.2,5733,1583,186,227,81.9,138,161,85.7,25,60,41.7,1,1.7,1.1,-0.7,22,22,15,2,50
483,Matz Sels,be BEL,GK,Nott'ham Forest,31,1992,16.0,263,378,69.6,7675,5788,66,66,100.0,103,105,98.1,91,202,45.0,0,0.1,0.1,-0.1,1,14,3,0,0
484,Nélson Semedo,pt POR,"DF,MF",Wolves,29,1993,34.3,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,-0.7,24,101,25,10,138
485,Antoine Semenyo,gh GHA,FW,Bournemouth,23,2000,23.4,452,647,69.9,6944,1597,254,324,78.4,160,214,74.8,25,49,51.0,2,3.2,2.3,-1.2,29,28,28,7,64
486,Marcos Senesi,ar ARG,DF,Bournemouth,26,1997,24.9,1005,1297,77.5,21763,9395,307,340,90.3,511,570,89.6,181,345,52.5,5,1.7,2.5,+3.3,22,156,31,11,127
487,Luke Shaw,eng ENG,DF,Manchester Utd,28,1995,10.7,531,648,81.9,8242,3114,273,306,89.2,201,237,84.8,31,65,47.7,0,1.0,0.9,-1.0,13,33,7,0,45
488,James Shea,eng ENG,GK,Luton Town,32,1991,0.2,6,9,66.7,239,215,0,0,,3,3,100.0,3,6,50.0,0,0.0,0.0,0.0,0,1,0,0,0
489,Bernardo Silva,pt POR,"MF,FW",Manchester City,28,1994,28.6,1671,1936,86.3,25138,5246,993,1052,94.4,534,620,86.1,106,158,67.1,9,7.6,8.0,+1.4,64,100,49,10,177
490,Fábio Silva,pt POR,FW,Wolves,21,2002,2.9,61,76,80.3,779,174,37,43,86.0,16,18,88.9,1,4,25.0,0,0.2,0.1,-0.2,4,7,0,0,10
491,Thiago Silva,br BRA,DF,Chelsea,38,1984,28.1,2166,2287,94.7,38542,15513,887,918,96.6,1119,1157,96.7,143,186,76.9,1,1.0,0.6,0.0,9,125,10,1,102
492,Luis Sinisterra,co COL,"FW,MF",Bournemouth,24,1999,7.8,226,292,77.4,3223,747,145,169,85.8,57,66,86.4,13,20,65.0,2,2.4,1.1,-0.4,20,9,16,1,38
493,Oliver Skipp,eng ENG,"MF,DF",Tottenham,22,2000,7.9,351,383,91.6,5258,1454,199,210,94.8,123,131,93.9,19,24,79.2,0,0.6,0.5,-0.6,7,37,3,0,37
494,Adam Smith,eng ENG,DF,Bournemouth,32,1991,23.9,782,1025,76.3,12722,5225,397,443,89.6,325,401,81.0,51,141,36.2,2,1.3,1.7,+0.7,17,58,23,17,89
495,Emile Smith Rowe,eng ENG,MF,Arsenal,23,2000,3.9,188,213,88.3,2449,496,128,143,89.5,54,57,94.7,1,4,25.0,1,0.2,0.4,+0.8,4,13,11,0,23
496,Cédric Soares,pt POR,DF,Arsenal,31,1991,0.7,60,69,87.0,905,157,39,41,95.1,15,17,88.2,5,8,62.5,0,0.0,0.0,0.0,0,4,0,0,3
497,Dominic Solanke,eng ENG,FW,Bournemouth,25,1997,36.9,400,544,73.5,5026,1387,262,315,83.2,93,127,73.2,11,18,61.1,3,3.0,2.0,0.0,39,32,24,3,60
498,Manor Solomon,il ISR,FW,Tottenham,24,1999,2.2,78,90,86.7,1105,196,45,48,93.8,28,35,80.0,3,4,75.0,2,0.8,0.8,+1.2,12,3,7,1,11
499,Tomáš Souček,cz CZE,MF,West Ham,28,1995,31.9,722,962,75.1,11368,3594,364,450,80.9,272,346,78.6,54,86,62.8,2,1.7,1.2,+0.3,20,80,8,2,86
500,Vinicius Souza,br BRA,MF,Sheffield Utd,24,1999,29.6,790,994,79.5,12856,3441,382,438,87.2,333,394,84.5,50,89,56.2,0,0.2,0.5,-0.2,4,60,5,1,66
501,Jason Steele,eng ENG,GK,Brighton,32,1990,17.0,570,673,84.7,12217,8275,185,186,99.5,265,270,98.1,111,206,53.9,0,0.0,0.0,0.0,0,3,0,0,0
502,Raheem Sterling,eng ENG,"FW,MF",Chelsea,28,1994,22.0,538,728,73.9,7091,1775,363,428,84.8,135,191,70.7,18,33,54.5,4,4.5,4.3,-0.5,30,31,35,7,78
503,John Stones,eng ENG,"DF,MF",Manchester City,29,1994,11.8,781,839,93.1,12375,2872,402,426,94.4,322,335,96.1,41,54,75.9,0,0.2,0.4,-0.2,6,53,1,0,57
504,Thomas Strakosha,al ALB,GK,Brentford,28,1995,1.5,52,71,73.2,1509,977,6,6,100.0,27,28,96.4,19,37,51.4,0,0.0,0.0,0.0,0,1,0,0,0
505,Dominik Szoboszlai,hu HUN,MF,Liverpool,22,2000,23.4,1280,1550,82.6,20367,4929,694,777,89.3,441,507,87.0,98,169,58.0,2,5.8,5.1,-3.8,56,98,33,6,152
506,Matt Targett,eng ENG,DF,Newcastle Utd,27,1995,0.9,36,41,87.8,657,188,13,13,100.0,17,18,94.4,6,9,66.7,0,0.0,0.0,0.0,1,2,0,0,2
507,James Tarkowski,eng ENG,DF,Everton,30,1992,38.0,1195,1550,77.1,25219,10527,396,474,83.5,588,683,86.1,196,335,58.5,1,2.5,2.7,-1.5,22,127,23,3,130
508,Jimi Tauriainen,eng ENG,FW,Chelsea,19,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
509,Nuno Tavares,pt POR,DF,Nott'ham Forest,23,2000,5.1,201,274,73.4,2954,1132,117,136,86.0,69,96,71.9,11,28,39.3,0,0.5,0.4,-0.5,2,14,2,0,24
510,Marcus Tavernier,eng ENG,FW,Bournemouth,24,1999,23.5,658,920,71.5,10699,3392,358,421,85.0,222,282,78.7,60,142,42.3,4,5.2,4.2,-1.2,44,46,35,7,84
511,Charlie Taylor,eng ENG,DF,Burnley,29,1993,25.9,995,1312,75.8,16535,5292,520,590,88.1,380,488,77.9,76,169,45.0,1,1.2,1.7,-0.2,15,69,19,14,82
512,Kenny Tete,nl NED,DF,Fulham,27,1995,9.6,418,523,79.9,6413,2614,236,269,87.7,146,181,80.7,27,44,61.4,0,0.4,0.5,-0.4,3,45,10,7,54
513,Luke Thomas,eng ENG,DF,Sheffield Utd,22,2001,10.2,234,319,73.4,3866,1408,115,133,86.5,96,121,79.3,19,44,43.2,0,0.1,0.2,-0.1,2,23,5,2,33
514,Youri Tielemans,be BEL,"MF,FW",Aston Villa,26,1997,18.0,789,949,83.1,12925,4025,397,434,91.5,315,368,85.6,58,92,63.0,6,2.6,2.2,+3.4,18,101,25,1,128
515,Jurriën Timber,nl NED,DF,Arsenal,22,2001,0.8,66,74,89.2,982,221,35,36,97.2,30,33,90.9,1,2,50.0,0,0.0,0.0,0.0,0,11,0,0,8
516,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27,1995,16.2,424,590,71.9,6959,2983,207,244,84.8,159,216,73.6,41,96,42.7,3,1.5,1.2,+1.5,18,40,10,10,42
517,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24,1998,12.8,574,697,82.4,8941,2520,306,342,89.5,229,267,85.8,27,56,48.2,1,0.4,0.8,+0.6,6,60,10,3,72
518,James Tomkins,eng ENG,DF,Crystal Palace,34,1989,0.1,18,21,85.7,362,142,8,9,88.9,6,8,75.0,4,4,100.0,0,0.0,0.0,0.0,0,1,0,0,1
519,Sandro Tonali,it ITA,MF,Newcastle Utd,23,2000,4.9,241,280,86.1,3776,870,130,141,92.2,94,109,86.2,11,19,57.9,0,0.6,0.5,-0.6,7,16,4,2,19
520,Ivan Toney,eng ENG,FW,Brentford,27,1996,16.1,228,426,53.5,2972,1188,135,219,61.6,56,103,54.4,15,31,48.4,2,1.5,1.4,+0.5,12,20,18,5,40
521,Pau Torres,es ESP,DF,Aston Villa,26,1997,27.4,1562,1788,87.4,29096,9616,524,566,92.6,887,952,93.2,126,226,55.8,0,0.4,0.7,-0.4,8,141,12,1,128
522,Andros Townsend,eng ENG,"MF,FW",Luton Town,32,1991,13.4,304,432,70.4,5162,1225,148,173,85.5,111,147,75.5,32,74,43.2,3,1.3,1.8,+1.7,18,23,16,12,35
523,James Trafford,eng ENG,GK,Burnley,20,2002,28.0,1009,1541,65.5,23601,16311,318,323,98.5,451,464,97.2,235,735,32.0,0,0.0,0.1,0.0,0,24,1,0,6
524,Adama Traoré,es ESP,"FW,MF",Fulham,27,1996,4.2,97,139,69.8,1487,457,52,62,83.9,38,52,73.1,5,12,41.7,3,0.7,0.9,+2.3,7,3,9,4,16
525,Bénie Traoré,ci CIV,"FW,MF",Sheffield Utd,20,2002,4.3,55,71,77.5,775,185,34,38,89.5,19,23,82.6,1,1,100.0,0,0.5,0.5,-0.5,4,2,7,1,9
526,Bertrand Traoré,bf BFA,"DF,FW",Aston Villa,27,1995,0.1,2,3,66.7,15,0,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
527,Boubacar Traoré,ml MLI,MF,Wolves,21,2001,9.1,383,455,84.2,5849,1360,207,234,88.5,138,158,87.3,23,34,67.6,0,0.4,0.3,-0.4,6,34,7,3,29
528,Mark Travers,ie IRL,GK,Bournemouth,24,1999,4.0,67,118,56.8,2248,1616,10,10,100.0,31,31,100.0,26,77,33.8,0,0.0,0.0,0.0,0,5,0,0,0
529,Mike Trésor,be BEL,"FW,MF",Burnley,24,1999,4.7,120,180,66.7,1614,462,73,86,84.9,32,52,61.5,4,19,21.1,0,0.4,0.5,-0.4,7,6,2,0,10
530,Kieran Trippier,eng ENG,DF,Newcastle Utd,32,1990,24.8,1624,2130,76.2,29797,10999,693,783,88.5,728,874,83.3,187,382,49.0,10,7.5,7.1,+2.5,65,111,52,19,157
531,Leandro Trossard,be BEL,"FW,MF",Arsenal,28,1994,18.3,494,673,73.4,7666,1927,271,315,86.0,181,241,75.1,31,60,51.7,1,2.8,3.2,-1.8,24,28,29,4,76
532,Auston Trusty,us USA,DF,Sheffield Utd,24,1998,28.6,701,920,76.2,12342,4628,281,330,85.2,355,443,80.1,50,106,47.2,0,1.1,0.8,-1.1,8,24,4,2,40
533,Kostas Tsimikas,gr GRE,DF,Liverpool,27,1996,7.5,383,500,76.6,6585,1715,185,206,89.8,145,183,79.2,42,85,49.4,3,1.0,1.3,+2.0,16,16,7,4,31
534,Matt Turner,us USA,GK,Nott'ham Forest,29,1994,17.0,398,578,68.9,12363,9869,87,87,100.0,147,151,97.4,162,330,49.1,0,0.0,0.0,0.0,0,10,0,0,0
535,Destiny Udogie,it ITA,DF,Tottenham,20,2002,26.6,1235,1440,85.8,16731,5145,775,844,91.8,400,460,87.0,19,33,57.6,3,2.2,2.0,+0.8,24,115,13,0,155
536,Lesley Ugochukwu,fr FRA,MF,Chelsea,19,2004,3.3,155,183,84.7,2510,683,79,90,87.8,63,73,86.3,10,11,90.9,0,0.1,0.1,-0.1,3,11,5,0,17
537,Enes Ünal,tr TUR,"FW,MF",Bournemouth,26,1997,3.6,55,75,73.3,698,213,35,45,77.8,12,16,75.0,4,5,80.0,2,1.0,0.1,+1.0,5,10,2,0,7
538,Virgil van Dijk,nl NED,DF,Liverpool,32,1991,35.3,2640,2887,91.4,49290,18943,1029,1092,94.2,1343,1412,95.1,239,325,73.5,2,1.6,1.0,+0.4,11,213,10,0,200
539,Raphaël Varane,fr FRA,DF,Manchester Utd,30,1993,15.3,694,781,88.9,11976,3767,282,301,93.7,350,381,91.9,45,68,66.2,0,0.1,0.6,-0.1,1,59,4,0,59
540,Alejo Véliz,ar ARG,FW,Tottenham,19,2003,0.6,5,10,50.0,91,5,2,4,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
541,Joël Veltman,nl NED,DF,Brighton,31,1992,17.6,758,906,83.7,12317,3297,373,419,89.0,330,376,87.8,48,82,58.5,1,0.5,0.6,+0.5,4,51,8,0,85
542,Micky van de Ven,nl NED,DF,Tottenham,22,2001,26.0,1698,1810,93.8,29840,10172,674,698,96.6,894,941,95.0,99,124,79.8,0,0.0,0.3,0.0,1,121,3,0,108
543,Bart Verbruggen,nl NED,GK,Brighton,20,2002,21.0,753,862,87.4,14982,10381,304,307,99.0,309,315,98.1,129,226,57.1,0,0.0,0.0,0.0,0,3,0,0,3
544,Guglielmo Vicario,it ITA,GK,Tottenham,26,1996,38.0,1335,1569,85.1,25924,15175,445,448,99.3,748,766,97.7,133,340,39.1,0,0.0,0.0,0.0,0,5,0,0,3
545,Fabio Vieira,pt POR,"MF,FW",Arsenal,23,2000,3.3,122,150,81.3,1969,421,67,75,89.3,44,53,83.0,9,17,52.9,2,1.6,0.8,+0.4,5,12,6,1,15
546,Carlos Vinícius,br BRA,FW,Fulham,28,1995,3.5,46,62,74.2,587,115,28,34,82.4,14,21,66.7,1,1,100.0,0,0.8,0.1,-0.8,5,1,0,0,3
547,Vitinho,br BRA,"DF,MF",Burnley,24,1999,25.7,715,994,71.9,11588,3536,373,445,83.8,282,398,70.9,45,84,53.6,2,1.3,1.2,+0.7,11,56,19,4,66
548,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,29,1994,5.0,141,176,80.1,3965,2847,21,21,100.0,73,73,100.0,47,80,58.8,0,0.0,0.0,0.0,1,0,0,0,1
549,Kyle Walker,eng ENG,DF,Manchester City,33,1990,30.7,2128,2404,88.5,36091,8306,992,1057,93.9,932,1020,91.4,166,246,67.5,4,2.6,3.2,+1.4,25,199,32,13,157
550,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25,1997,19.8,823,986,83.5,10824,3539,536,599,89.5,243,285,85.3,19,38,50.0,2,1.5,1.4,+0.5,12,51,16,3,77
551,Joel Ward,eng ENG,DF,Crystal Palace,33,1989,22.0,715,944,75.7,11829,5634,358,396,90.4,301,372,80.9,46,134,34.3,1,0.2,0.3,+0.8,3,68,7,3,66
552,James Ward-Prowse,eng ENG,MF,West Ham,28,1994,33.3,1386,1672,82.9,23288,7105,702,762,92.1,520,570,91.2,134,270,49.6,7,7.8,6.3,-0.8,64,137,23,8,144
553,Lewis Warrington,eng ENG,FW,Everton,20,2002,0.0,2,2,100.0,53,0,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
554,Deivid Washington,br BRA,"DF,FW",Chelsea,18,2005,0.1,1,1,100.0,25,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
555,Ollie Watkins,eng ENG,FW,Aston Villa,27,1995,35.7,459,609,75.4,5830,932,293,363,80.7,124,164,75.6,9,19,47.4,13,7.3,4.2,+5.7,45,23,22,0,55
